"","Año","Clave_Ent","Entidad","Cve..Municipio","Municipio","Bien.jurídico.afectado","Tipo.de.delito","Subtipo.de.delito","Modalidad","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre"
"26",2015,16,"Michoacán de Ocampo",16002,"Aguililla","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"27",2015,16,"Michoacán de Ocampo",16002,"Aguililla","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"28",2015,16,"Michoacán de Ocampo",16002,"Aguililla","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"29",2015,16,"Michoacán de Ocampo",16002,"Aguililla","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"30",2015,16,"Michoacán de Ocampo",16002,"Aguililla","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,1,0,0,0
"31",2015,16,"Michoacán de Ocampo",16002,"Aguililla","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,1,0
"32",2015,16,"Michoacán de Ocampo",16002,"Aguililla","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",1,1,0,0,0,0,0,0,0,0,0,0
"33",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"34",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"35",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"36",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"37",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,1
"38",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,1,0,0,0,0,0,0
"39",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"40",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",2,1,1,0,0,0,0,1,0,0,0,0
"41",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"42",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"43",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"44",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"45",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"46",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"47",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",2,1,2,0,1,1,0,0,1,0,0,0
"48",2015,16,"Michoacán de Ocampo",16003,"Álvaro Obregón","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,0,0,0,0,0,0,0
"49",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"50",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"51",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"52",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,1,0
"53",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"54",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"55",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"56",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,0,0,2,0,0,1,0,1,0,0,0
"57",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"58",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"59",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"60",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"61",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"62",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"63",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,1,5,0,0
"64",2015,16,"Michoacán de Ocampo",16004,"Angamacutiro","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,2,1,0,0,0,0,0
"65",2015,16,"Michoacán de Ocampo",16005,"Angangueo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"66",2015,16,"Michoacán de Ocampo",16005,"Angangueo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"67",2015,16,"Michoacán de Ocampo",16005,"Angangueo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"68",2015,16,"Michoacán de Ocampo",16005,"Angangueo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"69",2015,16,"Michoacán de Ocampo",16005,"Angangueo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"70",2015,16,"Michoacán de Ocampo",16005,"Angangueo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"71",2015,16,"Michoacán de Ocampo",16005,"Angangueo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"72",2015,16,"Michoacán de Ocampo",16005,"Angangueo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",2,0,0,0,0,0,1,0,0,0,0,0
"73",2015,16,"Michoacán de Ocampo",16005,"Angangueo","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"74",2015,16,"Michoacán de Ocampo",16005,"Angangueo","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"75",2015,16,"Michoacán de Ocampo",16005,"Angangueo","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"76",2015,16,"Michoacán de Ocampo",16005,"Angangueo","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"77",2015,16,"Michoacán de Ocampo",16005,"Angangueo","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"78",2015,16,"Michoacán de Ocampo",16005,"Angangueo","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"79",2015,16,"Michoacán de Ocampo",16005,"Angangueo","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0
"80",2015,16,"Michoacán de Ocampo",16005,"Angangueo","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,0,0,0,0,0,1,0
"81",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,1,2,2,0,1,2,0,0,1,3,3
"82",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,1,0,0,0,0,1,0,0,0
"83",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"84",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",2,2,2,0,6,5,2,3,4,5,1,4
"85",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,1,0,1,0,1
"86",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,1,2,0,0,2,1,0,0,2,0,1
"87",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"88",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",1,9,11,3,5,9,8,10,6,6,4,2
"89",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,2,1
"90",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"91",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"92",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"93",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"94",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,2,0,0,0,0,0,0,0,0,0
"95",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",5,3,12,5,3,1,2,1,0,4,4,1
"96",2015,16,"Michoacán de Ocampo",16006,"Apatzingán","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",3,1,0,1,3,1,2,0,1,1,3,2
"97",2015,16,"Michoacán de Ocampo",16007,"Aporo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"98",2015,16,"Michoacán de Ocampo",16007,"Aporo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"99",2015,16,"Michoacán de Ocampo",16007,"Aporo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"100",2015,16,"Michoacán de Ocampo",16007,"Aporo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"101",2015,16,"Michoacán de Ocampo",16007,"Aporo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"102",2015,16,"Michoacán de Ocampo",16007,"Aporo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"103",2015,16,"Michoacán de Ocampo",16007,"Aporo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"104",2015,16,"Michoacán de Ocampo",16007,"Aporo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",1,0,0,0,0,0,0,0,0,0,0,0
"105",2015,16,"Michoacán de Ocampo",16007,"Aporo","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"106",2015,16,"Michoacán de Ocampo",16007,"Aporo","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"107",2015,16,"Michoacán de Ocampo",16007,"Aporo","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"108",2015,16,"Michoacán de Ocampo",16007,"Aporo","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"109",2015,16,"Michoacán de Ocampo",16007,"Aporo","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"110",2015,16,"Michoacán de Ocampo",16007,"Aporo","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"111",2015,16,"Michoacán de Ocampo",16007,"Aporo","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0
"112",2015,16,"Michoacán de Ocampo",16007,"Aporo","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,0,0,0,0,0,0,0
"113",2015,16,"Michoacán de Ocampo",16008,"Aquila","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",1,0,0,0,1,0,0,2,0,1,0,1
"114",2015,16,"Michoacán de Ocampo",16008,"Aquila","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,1,0,0,0,0
"115",2015,16,"Michoacán de Ocampo",16008,"Aquila","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"116",2015,16,"Michoacán de Ocampo",16008,"Aquila","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,1,0,0,0,0,0
"117",2015,16,"Michoacán de Ocampo",16008,"Aquila","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"118",2015,16,"Michoacán de Ocampo",16008,"Aquila","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"119",2015,16,"Michoacán de Ocampo",16008,"Aquila","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"120",2015,16,"Michoacán de Ocampo",16008,"Aquila","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",3,1,3,1,0,1,0,0,1,1,0,4
"121",2015,16,"Michoacán de Ocampo",16008,"Aquila","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"122",2015,16,"Michoacán de Ocampo",16008,"Aquila","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"123",2015,16,"Michoacán de Ocampo",16008,"Aquila","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"124",2015,16,"Michoacán de Ocampo",16008,"Aquila","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"125",2015,16,"Michoacán de Ocampo",16008,"Aquila","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"126",2015,16,"Michoacán de Ocampo",16008,"Aquila","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"127",2015,16,"Michoacán de Ocampo",16008,"Aquila","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,2,0,1,1,0,0,0,0,0,0,0
"128",2015,16,"Michoacán de Ocampo",16008,"Aquila","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,0,0,0,1,1,0,0
"129",2015,16,"Michoacán de Ocampo",16009,"Ario","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,0,0,0,1,0,0,0,0,0,0
"130",2015,16,"Michoacán de Ocampo",16009,"Ario","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"131",2015,16,"Michoacán de Ocampo",16009,"Ario","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"132",2015,16,"Michoacán de Ocampo",16009,"Ario","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,1,0,1,2,0,0,0,1,0,0
"133",2015,16,"Michoacán de Ocampo",16009,"Ario","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",1,0,0,0,0,0,0,0,0,1,0,0
"134",2015,16,"Michoacán de Ocampo",16009,"Ario","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,1,0,0,0,0,0,0,0,0,1
"135",2015,16,"Michoacán de Ocampo",16009,"Ario","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"136",2015,16,"Michoacán de Ocampo",16009,"Ario","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",1,1,3,6,5,4,2,1,0,0,1,1
"137",2015,16,"Michoacán de Ocampo",16009,"Ario","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"138",2015,16,"Michoacán de Ocampo",16009,"Ario","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"139",2015,16,"Michoacán de Ocampo",16009,"Ario","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"140",2015,16,"Michoacán de Ocampo",16009,"Ario","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"141",2015,16,"Michoacán de Ocampo",16009,"Ario","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"142",2015,16,"Michoacán de Ocampo",16009,"Ario","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"143",2015,16,"Michoacán de Ocampo",16009,"Ario","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,1,0,0,1,0,0
"144",2015,16,"Michoacán de Ocampo",16009,"Ario","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,1,0,1,1,0,1,0,0,1,0
"145",2015,16,"Michoacán de Ocampo",16010,"Arteaga","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",4,0,0,0,1,1,1,2,1,1,0,3
"146",2015,16,"Michoacán de Ocampo",16010,"Arteaga","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"147",2015,16,"Michoacán de Ocampo",16010,"Arteaga","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"148",2015,16,"Michoacán de Ocampo",16010,"Arteaga","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,1,0,0,1,0,0,0
"149",2015,16,"Michoacán de Ocampo",16010,"Arteaga","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,1,0,0,1,0,0,0
"150",2015,16,"Michoacán de Ocampo",16010,"Arteaga","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,1,0,0,0,0,0,0,0
"151",2015,16,"Michoacán de Ocampo",16010,"Arteaga","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"152",2015,16,"Michoacán de Ocampo",16010,"Arteaga","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",1,0,1,1,1,2,2,0,0,1,0,1
